Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-08-15,1995,8,15,Tuesday,33,1995-33,4652.5,4661.27,4614.08,4640.84,30780000,4640.84,-0.004081672000723402,4682.352857142859,4618.6876
1995-08-16,1995,8,16,Wednesday,33,1995-33,4634.2,4643.66,4627.46,4639.08,33760000,4639.08,-0.0003791911990606023,4675.660714285716,4621.7652
1995-08-17,1995,8,17,Thursday,33,1995-33,4628.5,4638.38,4606.68,4630.63,29770000,4630.63,-0.0018215239164216523,4669.597857142859,4625.1372
1995-08-18,1995,8,18,Friday,33,1995-33,4640.5,4647.18,4612.32,4617.6,32160000,4617.6,-0.002813825653527724,4663.107142857144,4628.3178
1995-08-21,1995,8,21,Monday,34,1995-34,4628.2,4656.34,4614.08,4614.78,34830000,4614.78,-0.0006107745236386686,4656.993571428572,4632.1336
1995-08-22,1995,8,22,Tuesday,34,1995-34,4618.3,4623.59,4595.76,4620.42,29160000,4620.42,0.0012221897861501851,4652.012857142859,4635.6128
1995-08-23,1995,8,23,Wednesday,34,1995-34,4618.0,4624.29,4584.49,4584.85,27230000,4584.85,-0.007698396427205156,4643.68642857143,4637.6196
1995-08-24,1995,8,24,Thursday,34,1995-34,4592.2,4595.76,4573.22,4580.62,26540000,4580.62,-0.0009225995133215203,4636.340714285715,4639.410400000001
1995-08-25,1995,8,25,Friday,34,1995-34,4584.9,4614.43,4579.92,4601.4,24520000,4601.4,0.004536456773238884,4629.775000000001,4641.513000000001
1995-08-28,1995,8,28,Monday,35,1995-35,4611.6,4620.77,4580.27,4594.0,22570000,4594.0,-0.0016081850090839955,4622.680714285715,4643.1772
1995-08-29,1995,8,29,Tuesday,35,1995-35,4591.2,4609.85,4570.85,4608.44,25310000,4608.44,0.0031432175459837897,4618.177142857143,4644.272400000001
